number,state,title,created_at,closed_at,comments,labels,components,is_bug,is_crash,related_prs
3841,closed,Change memory qualifiers to be fully centered around a memory qualifier bitset,2024-03-26T20:28:43Z,2024-04-03T18:19:16Z,0,,,False,False,
3840,closed,Feature Request: Legalize Non-struct TraceRay payload types in HLSL backend,2024-03-26T18:05:41Z,2024-04-04T00:43:26Z,0,,spirv|hlsl,False,False,
3839,closed,Change capabilities system such that satisfying all targets defined by a capability is not required,2024-03-26T14:51:27Z,2024-03-26T16:09:08Z,5,,spirv|cuda|glsl|hlsl,False,False,
3838,closed,"variable created inside scope, then used outside of it",2024-03-26T05:44:22Z,2024-04-12T02:39:45Z,2,client support,spirv|glsl,False,False,
3835,closed,Support implicit conversion from int to half in order to get UE TSR working.,2024-03-26T00:39:09Z,2024-04-01T19:09:08Z,6,client support,generics,False,False,
3834,closed,"""const"" variable loses const-ness inside of a generic function",2024-03-25T21:52:53Z,2024-04-25T16:02:15Z,2,client support,spirv|glsl|generics,False,False,
3832,closed,Support warnings on uninitialized variables.,2024-03-25T17:03:57Z,2024-07-19T23:25:04Z,4,GoodFirstBug|pr: breaking change,,True,False,
3831,closed,Initializing interface type with empty initializer results in invalid HLSL code,2024-03-25T16:25:53Z,2024-06-01T05:08:29Z,2,,hlsl,False,False,
3830,closed,Inline SPIRV Assembly example does not compile,2024-03-25T15:05:22Z,2024-03-25T18:10:02Z,4,,spirv,False,False,
3829,closed,Parameter block binding set changes when changed from global to entry-point parameter,2024-03-25T09:43:13Z,2024-03-25T19:25:14Z,2,,glsl,False,False,
3827,closed,Make sure examples and slang-glslang are compiled correctly with CMake,2024-03-25T01:59:33Z,2025-04-22T16:14:53Z,3,client support,spirv|glsl,False,False,
3826,closed,Spirv out mesh shader per primitive varrings are broken,2024-03-24T20:49:33Z,2024-03-25T16:24:05Z,2,client support,spirv|glsl|hlsl,False,False,
3825,closed,ArrayStride of 0 for unsized array,2024-03-24T18:27:39Z,2024-03-27T20:30:55Z,1,client support,spirv|glsl|hlsl,False,False,
3824,closed,Cyclic reference on member reusing namespace name,2024-03-24T17:44:36Z,2024-03-27T20:03:29Z,0,client support,hlsl,False,False,
3823,closed,add & as an alias for inout in function signatures,2024-03-23T22:49:49Z,2024-03-25T04:48:44Z,1,,,False,False,
3821,closed,"UE uses ""unnamed struct"" and Slang needs to support",2024-03-22T23:36:18Z,2024-03-23T18:25:52Z,0,client support,hlsl,False,False,
3819,closed,Slang shaders for UE TSR need to be integrated from UE5.2 to the latest,2024-03-22T21:08:48Z,2024-03-22T21:17:44Z,0,,,False,False,
3818,closed,"When an object is send to a function as its interface type, it gets assigned to a wrong temporary variable, ""AnyValue16""",2024-03-22T21:00:41Z,2024-03-27T00:35:25Z,0,,dxil|hlsl,False,False,
3816,closed,Improve documentation for autodiff samples,2024-03-22T18:08:49Z,2025-07-31T21:15:31Z,2,Autodiff,autodiff,False,False,
3813,closed,SLANG_COMPILE_FLAG_NO_MANGLING doesn't work as expected,2024-03-22T00:55:51Z,2024-03-23T17:54:02Z,1,client support,,False,False,
3808,closed,Crash on recursive interface,2024-03-21T13:44:31Z,2024-03-21T22:45:28Z,0,,spirv|glsl|hlsl,False,True,
3807,closed,Invalid GS spirv output when using `TriangleStream` in a function other than the entrypoint.,2024-03-20T21:48:43Z,2024-03-20T22:47:37Z,0,client support,spirv,False,False,
3805,closed,DXC takes longer to compile when UE TSR shaders are handled by Slang,2024-03-20T20:04:46Z,2024-04-02T23:48:27Z,23,,hlsl,False,False,
3804,closed,generic interface cannot be used as a generic argument,2024-03-20T17:02:32Z,2024-08-21T03:51:58Z,3,,generics,False,False,
3802,closed,Slangc seemingly stuck in endless loop,2024-03-20T09:35:31Z,2024-03-20T20:33:14Z,0,client support,spirv,False,False,
3795,closed,New pointer bug for spirv gen with arrays,2024-03-19T18:09:23Z,2024-03-20T00:02:04Z,0,client support,spirv|glsl|hlsl,False,False,
3794,closed,Investigate why UE TSR runs slow with Slang,2024-03-19T17:12:15Z,2024-04-02T23:49:43Z,2,,,False,False,
3792,closed,Generic `__init`?,2024-03-19T12:39:37Z,2024-03-20T01:01:43Z,8,client support,spirv|glsl|hlsl|generics,False,False,
3789,closed,Cyclic type causes compiler crash.,2024-03-19T00:07:24Z,2024-03-19T00:21:49Z,0,,spirv,False,True,
3786,closed,Support glslang [[spv::format_formatName]] syntax,2024-03-18T18:06:51Z,2024-10-24T20:55:30Z,2,,spirv|glsl|hlsl,False,False,
3783,closed,Compiler crash,2024-03-17T15:13:04Z,2024-03-18T23:41:42Z,3,client support,spirv|glsl|hlsl,False,True,
3782,closed,Question about Parameter Block Reflection API (Vulkan),2024-03-17T01:42:57Z,2024-03-17T22:24:44Z,5,,glsl,False,False,
3781,closed,Invalid spirv generated for mesh shader 2,2024-03-16T21:25:05Z,2024-03-18T23:41:41Z,1,client support,spirv|glsl|hlsl,False,False,
3780,closed,Invalid spirv generated for mesh shader,2024-03-16T20:41:27Z,2024-03-18T23:41:41Z,1,client support,spirv|glsl|hlsl,False,False,
3779,closed,Undetected recursion / ambiguous function call,2024-03-16T16:51:52Z,2024-03-18T23:41:42Z,0,client support,spirv|glsl|hlsl,False,True,
3775,closed,Higher order auto-diff issues,2024-03-15T13:22:22Z,2024-05-16T19:07:49Z,6,client support|Needs reporter feedback,autodiff,False,True,
3772,closed,matrix-matrix multiplication is broken in auto-diff,2024-03-14T21:18:10Z,2024-03-19T00:59:28Z,9,client support,hlsl|autodiff,False,False,
3770,closed,Missing diagnostic for invalid type constraints.,2024-03-14T20:42:58Z,2024-03-14T21:14:20Z,0,,,False,True,
3768,closed,Invalid SPIRV generated for a gl_* global variables when source contains multiple entrypoints.,2024-03-14T20:17:44Z,2024-03-14T20:43:43Z,0,client support,spirv,False,False,
3766,closed,Scope out - Improve documentation around intrinsics,2024-03-14T15:23:15Z,2024-10-08T20:29:58Z,7,,,False,False,
3765,closed,Add support for unscoped enums,2024-03-14T15:19:13Z,2024-03-14T21:45:59Z,0,,,False,False,
3764,closed,Add support for angle bracket includes,2024-03-14T15:18:42Z,2024-03-14T21:58:25Z,0,,,False,False,
3759,closed,Runtime exception when compiling after upgrading Slang version,2024-03-13T22:05:28Z,2024-03-13T23:46:24Z,1,client support,slang-core|spirv|cuda,False,False,
3757,closed,Compiler crash when extern type has differentiable constructor requirement.,2024-03-13T18:41:25Z,2024-03-13T19:17:02Z,0,client support,,False,True,
3754,closed,Pointer syntax issue,2024-03-13T01:05:23Z,2024-03-13T02:31:27Z,0,client support,spirv|glsl|hlsl,False,False,
3752,closed,Problems with matrix layout,2024-03-12T21:09:52Z,2024-03-13T02:31:26Z,5,client support,spirv|glsl,False,False,
3751,closed,Type names generated with `-fspv-reflect` is not spec conformant.,2024-03-12T20:53:49Z,2024-03-12T20:54:44Z,0,client support,,False,False,
3749,closed,Incorrect forward derivatives of built-in clamp function,2024-03-12T20:22:56Z,2024-03-12T22:10:07Z,1,client support,hlsl,False,False,
3746,closed,Code generation is incorrect with impure functions due to optimization pass,2024-03-12T17:15:23Z,2024-03-14T01:35:44Z,1,,spirv|glsl,False,False,
3744,closed,Report errors for unsupported calls in target backend,2024-03-12T14:37:00Z,2024-03-12T16:38:14Z,1,,,False,False,
3743,closed,Support for generics in C++ structs,2024-03-12T14:18:27Z,2024-03-12T17:01:12Z,0,client support,hlsl|generics,False,False,
3742,closed,Compiler crash,2024-03-12T14:00:04Z,2024-03-13T23:20:16Z,1,,,False,True,
3740,closed,Add documentation to note that compiler internal constructs should not be expected to get full error checking,2024-03-12T10:19:25Z,2024-03-14T01:55:33Z,7,,,False,False,
3739,closed,Running multi-threaded vkcts in slang mode produces errors,2024-03-12T00:49:06Z,2024-07-25T19:31:48Z,7,,,False,False,
3738,closed,Support for struct fields with default values,2024-03-11T23:14:57Z,2024-04-16T17:06:58Z,0,,,False,False,
3736,closed,EntryPoint thread group size reflection does not work if the size is a link time constant.,2024-03-11T21:08:30Z,2024-03-11T21:42:17Z,0,client support,,False,False,
3735,closed,Compiler crash when there is static [Differentiable] method in an `exported` type.,2024-03-11T21:07:26Z,2024-03-11T21:42:15Z,0,client support,,False,True,
3733,closed,`OutputTriangleStrip` execution mode must come after `OutputVertices` execution mode in SPIRV.,2024-03-11T20:29:43Z,2024-03-11T21:52:18Z,0,client support,spirv,False,False,
3732,closed,Support `-fvk-use-dx-position-w`.,2024-03-11T19:09:54Z,2024-03-11T21:52:18Z,0,client support,,False,False,
3729,closed,Incorrect OpDecorate for SV_ShadingRate with direct SPIR-V backend,2024-03-11T03:47:05Z,2024-03-11T04:23:58Z,1,client support,spirv|glsl,False,False,
3727,closed,Found Internal Compiler Crash When Using Non Existent Function,2024-03-10T15:54:03Z,2024-03-11T04:02:37Z,0,client support,spirv|glsl,False,True,
3726,closed,Link-time types does not work if type implements `IDifferentiable` and has `[Differentiable]` methods.,2024-03-09T01:56:49Z,2024-03-09T02:08:25Z,0,client support,,False,False,
3723,closed,Add documentation for uniformity analysis,2024-03-09T00:05:51Z,2024-03-09T00:33:06Z,0,client support,,False,False,
3722,closed,Uniformity analysis does not propagate non-uniformness through Phi nodes.,2024-03-09T00:04:44Z,2024-03-09T00:33:05Z,0,client support,,False,False,
3719,closed,[SPIRV] SV_Coverage is not emitted as an array in SPIRV.,2024-03-08T21:05:03Z,2024-03-08T23:13:10Z,0,client support,spirv,False,False,
3716,closed,loadModuleFromSourceString fails with missing newline,2024-03-08T12:34:38Z,2024-03-09T00:32:39Z,0,client support,,False,False,
3715,closed,Module names with underscore,2024-03-08T12:28:57Z,2024-03-09T00:32:39Z,0,client support,,False,False,
3714,closed,Missing flat decorators,2024-03-08T07:45:25Z,2024-03-08T23:13:10Z,3,client support,spirv|glsl,False,False,
3712,closed,Diagnose an error when unsized field is not the last member of an aggtype.,2024-03-08T00:23:22Z,2024-03-08T01:28:21Z,0,,,False,False,
3711,closed,Allow link-time constants to be used as array sizes or in attributes.,2024-03-08T00:21:12Z,2024-03-08T01:28:21Z,0,client support,,False,False,
3710,closed,Allow `ISession::loadModuleFromSource` to accept empty module name or path name,2024-03-08T00:20:25Z,2024-03-08T01:28:20Z,0,client support,,False,False,
3709,closed,Add an overload to `ISession::loadModuleFromSource` that takes char* as source instead of a `IBlob*`.,2024-03-08T00:19:20Z,2024-03-08T01:28:20Z,0,,,False,False,
3706,closed,[SPIRV] Mising declaration of Geometry capability when emiting PrimitiveId builtin for fragment shaders.,2024-03-07T22:05:21Z,2024-03-07T22:06:07Z,1,client support,spirv,False,False,
3701,closed,Cannot include slang-cpp-prelude.h in more than one translation unit,2024-03-07T14:01:55Z,2024-03-09T02:09:14Z,0,,,False,False,
3700,closed,Compile hlsl exported from unreal to CUDA or Pytorch CPU code ,2024-03-07T13:58:58Z,2024-03-07T20:13:13Z,1,,cuda|hlsl,False,False,
3699,closed,"spirv-val fail when use ""-emit-spirv-directly""",2024-03-07T13:47:10Z,2024-03-08T23:13:11Z,2,,spirv|glsl,False,False,
3697,closed,Missing SLANG_FORCE_INLINE definition in slang-cpp-types-core.h,2024-03-07T09:30:41Z,2024-03-09T02:09:15Z,0,,,False,False,
3696,closed,Error when passing in 0 size empty in PyTorch Kernel,2024-03-06T23:03:35Z,2024-04-24T23:50:51Z,1,,cuda,False,False,
3695,closed,Error when compiling Slang code for PyTorch Kernel,2024-03-06T22:15:13Z,2024-04-30T20:05:35Z,0,,cuda,False,False,
3694,closed,Build Error with latest Slang,2024-03-06T21:47:50Z,2024-03-09T02:23:04Z,3,Needs reporter feedback,slang-core|spirv,False,False,
3693,closed,Found another spirv pointer code gen issue,2024-03-06T21:41:59Z,2024-03-08T07:44:20Z,1,client support,spirv|glsl,False,False,
3692,closed,Implement miscellaneous GLSL functions to match to how much HLSL side works,2024-03-06T21:18:16Z,2024-04-03T13:30:48Z,2,,glsl|hlsl,False,False,
3689,closed,Allow default values to `extern` symbols.,2024-03-05T19:45:14Z,2024-03-05T19:45:29Z,1,client support,,False,False,
3688,closed,Support shader editting in RenderDoc,2024-03-05T19:43:25Z,2024-03-05T19:44:01Z,1,client support,,False,False,
3687,closed,[SPIRV] The same builtin used as both input and output is incorrectly defined in spirv output.,2024-03-05T19:40:47Z,2024-03-05T19:41:03Z,1,client support,spirv,False,False,
3686,closed,[SPIRV] Support `unorm` and `snorm` modifier in Texture element type.,2024-03-05T19:38:59Z,2024-03-05T19:39:24Z,1,client support,spirv,False,False,
3685,closed,Emit `DebugSourceContinued` for debug source longer than 65536.,2024-03-05T19:37:14Z,2024-03-05T19:37:57Z,1,client support,,False,False,
3683,closed,SPIRV debug variable is not updated with swizzledStore.,2024-03-05T19:35:38Z,2024-03-05T19:36:04Z,1,client support,spirv,False,False,
3682,closed,Provide API to obtain a digest from a session desc to uniquely identify it.,2024-03-05T19:28:53Z,2024-03-05T19:29:40Z,1,client support,,False,False,
3681,closed,`as` and `is` operator does not work on generic types.,2024-03-05T19:27:12Z,2024-03-05T19:27:39Z,1,client support,generics,False,False,
3680,closed,RenderDoc debugger cannot step into the right lines when the original source has #line directive.,2024-03-05T19:25:04Z,2024-03-05T19:25:50Z,1,client support,spirv,False,False,
3676,closed,"Output is printed instead of being written to a file, despite -o directive",2024-03-05T16:19:01Z,2024-03-05T21:11:18Z,0,,spirv,False,False,
3673,closed,Support `if (let f = optional_expr)` syntax,2024-03-05T05:41:09Z,2024-04-18T06:24:01Z,0,GoodFirstBug,,True,False,
3671,closed,__init shouldn't be able to return a value,2024-03-04T22:48:24Z,2024-04-16T15:16:57Z,1,GoodFirstBug,generics,True,False,
3667,closed,"Add documentation in readme.md for which platforms we compile on, and which backends we support",2024-03-04T18:51:21Z,2024-03-27T18:03:35Z,0,GoodFirstBug,,True,False,
3666,closed,Add documentation for pointers to user guide,2024-03-04T18:42:50Z,2024-03-04T22:26:54Z,1,,,False,False,
3665,closed,Integrate glsl.meta.slang as an embeded module,2024-03-04T17:52:39Z,2025-01-22T17:40:16Z,0,,glsl,False,False,
3663,closed,Invalid spirv generated when indexing arrays of pointers,2024-03-03T19:19:08Z,2024-03-04T06:16:51Z,0,client support,spirv|glsl,False,False,
3661,closed,Make debugging easier by shipping releases relwithdeb and pdbs,2024-03-02T16:21:32Z,2024-03-06T21:48:34Z,3,client support,,False,True,
3654,closed,Add documentation & readme.md notes about renderdoc/tools support,2024-03-01T18:38:48Z,2024-03-01T21:39:26Z,0,,,False,False,
3646,closed,MSVC style bitfields,2024-02-29T16:37:08Z,2025-07-31T08:00:03Z,2,,,False,False,
3643,closed,[HLSL] const array sized with const variable not supported?,2024-02-28T17:50:47Z,2024-02-29T07:26:52Z,1,client support,hlsl,False,False,
3642,closed,Enable step-through debugging of direct spirv output with RenderDoc.,2024-02-28T01:32:00Z,2024-02-29T06:57:08Z,0,client support,spirv,False,False,
3637,closed,Constant propogation can incorrectly perform sign extension,2024-02-27T20:18:12Z,2024-03-26T19:47:56Z,1,GoodFirstBug,slang-core|slang-ir|hlsl,True,False,
3631,closed,"Implement ""Image"" GLSL functions to match to how much HLSL side works",2024-02-26T23:00:42Z,2024-03-26T20:07:34Z,7,,glsl|hlsl,False,False,
3628,closed,__init() is not found unless decorated with __unsafeForceInlineEarly,2024-02-26T08:25:53Z,2024-02-27T01:39:31Z,2,,hlsl,False,False,
3626,closed,Spirv OpEntryPoint Name field doesn't match function name in source,2024-02-25T00:44:57Z,2024-02-26T23:20:37Z,1,,spirv,False,False,
3625,closed,Setting passthrough to DXC causes Access Violation Reading location.,2024-02-24T23:44:27Z,2024-02-25T03:12:52Z,4,,,False,False,
3621,closed,Invlid spirv generated from buffer pointer,2024-02-23T22:48:12Z,2024-02-24T03:06:04Z,5,,spirv,False,True,
3620,closed,[ HLSL ] Option to generate scalar block layout for storage buffers,2024-02-23T17:39:32Z,2024-02-24T00:39:47Z,1,,spirv|dxil|glsl|hlsl,False,False,
3619,closed,"If the primal substitute implementation of float.getPi() is ever generated, it returns 0 instead of π",2024-02-23T11:13:24Z,2024-02-24T03:05:26Z,1,,cuda|hlsl|autodiff,False,False,
3617,closed,Deprecate the old C API,2024-02-22T20:40:44Z,2024-08-01T19:09:57Z,10,client support,,False,False,
3616,closed,Remove usage of the old C API from documentation and examples,2024-02-22T20:32:07Z,2024-02-29T20:22:53Z,2,,,False,False,
3613,closed,Spirv OpEntryPoint Fragment incorrectly uses %gl_VertexIndex when compiled in same file as vertex shader,2024-02-22T02:30:52Z,2024-02-24T03:05:24Z,0,client support,spirv|glsl,False,False,
3605,closed,Crash while trying to optimize spir-v when using pointers in v2024.0.6,2024-02-20T23:41:54Z,2024-02-21T20:22:35Z,0,,spirv|glsl,False,True,
3603,closed,`[[vk::push_constant]]` and `layout(push_constant)` are ignored for DXIL target.,2024-02-20T03:49:56Z,2024-02-21T18:18:52Z,2,,dxil|metal,False,False,
3602,closed,Register and space are ignored for ParameterBlocks and ConstantBuffers of interface types.,2024-02-20T02:42:59Z,2024-02-21T18:46:31Z,1,,,False,False,
3601,closed,Internal Crash when using buffer pointer in certain way,2024-02-18T23:24:46Z,2024-02-21T20:22:35Z,4,,spirv|glsl,False,True,
3600,closed,Slang generates broken spirv for image binding arrays within namespaces,2024-02-18T22:33:12Z,2024-02-21T20:22:34Z,0,,spirv,False,False,
3597,closed,More slang  OptiX compilation issues with finding nvrtc,2024-02-16T22:27:48Z,2024-02-21T18:45:09Z,2,,,False,False,
3595,closed,Some methods never return SLANG_OK,2024-02-16T07:18:36Z,2024-02-21T20:22:32Z,0,,,False,False,
3594,closed,Support HLSL SM6.6 Pack/Unpack intrinics,2024-02-15T18:21:14Z,2024-04-02T05:02:52Z,10,client support,spirv|dxil|glsl|hlsl,False,False,
3593,closed,Crash when raytracing used on cuda/ptx,2024-02-15T15:22:23Z,2024-07-31T19:23:42Z,7,,spirv|cuda|glsl|hlsl,False,True,
3592,closed,Invalid code generation for uint matrices with glslang backend,2024-02-15T12:32:19Z,2024-02-16T15:54:53Z,2,,spirv|glsl,False,False,
3591,closed,"vector<int8_t, N> and vector<uint8_t, N> not supported in dxc backend",2024-02-15T10:54:38Z,2024-02-16T15:59:53Z,1,,,False,False,
3590,closed,Invalid double.minValue/maxValue,2024-02-15T10:52:06Z,2024-02-21T21:59:33Z,0,,,False,False,
3589,closed,Invalid int64_t.minValue/maxValue,2024-02-15T10:43:59Z,2024-02-21T21:59:33Z,0,,,False,False,
3587,closed,"Implement ""Atomic"" GLSL functions to match to how much HLSL side works",2024-02-14T23:30:15Z,2024-03-13T19:03:18Z,2,,glsl|hlsl,False,False,
3586,closed,TextureCube.SampleGrad is defined with float2 for DDX/DDY when it should be float3,2024-02-14T21:55:56Z,2024-02-15T17:45:41Z,2,,hlsl,False,False,
3585,closed,<tex_object>.SampleCmpLevelZero gives compile errors with Vulkan,2024-02-14T21:39:25Z,2024-03-05T19:54:55Z,7,client support,glsl,False,False,
3584,closed,<tex_object>.SampleLevel doesn't work with CPU when using the Offset parameter,2024-02-14T21:34:38Z,2024-02-15T03:57:28Z,1,,,False,False,
3582,closed,Add Pack/Unpack intrinsics from SM6.6,2024-02-14T17:04:50Z,2024-02-21T21:50:59Z,1,,spirv|dxil|hlsl,False,False,
3581,closed,Shader constants not working?,2024-02-14T10:05:04Z,2024-08-30T19:03:24Z,6,,spirv|glsl,False,False,
3577,closed,Integrate ZLUDA for AMD CUDA,2024-02-13T09:10:19Z,2024-02-16T15:55:24Z,2,,cuda,False,False,
3576,closed,Cleanup ISession interface in Slang for cleaner integration into VK CTS,2024-02-12T23:27:01Z,2024-04-11T04:16:01Z,2,,,False,False,
3575,closed,Enable Client/Server implementation in VK-CTS for deployment in CI/CD,2024-02-12T23:26:14Z,2024-03-02T00:54:58Z,2,,,False,False,
3570,closed,ConstBufferPointer: Vulkan validation errors and aliasing issue,2024-02-12T09:44:58Z,2024-02-12T22:24:30Z,7,,metal,False,False,
3569,closed,"""SV_ShadingRate"" is mapped to ""gl_PrimitiveShadingRateEXT"" in fragment shader",2024-02-12T07:39:12Z,2024-02-12T21:19:36Z,0,,glsl,False,False,
3566,closed,direct SPIR-V GetDimensions on storage images uses OpImageQuerySizeLod,2024-02-10T15:37:32Z,2024-02-12T22:23:54Z,0,,spirv|glsl|hlsl,False,False,
3565,closed,Support an efficient shader compilation / specialization work flow.,2024-02-10T01:09:57Z,2024-02-22T15:14:57Z,1,,,False,False,
3563,closed,Support repro dump to replay compilation from linked IR.,2024-02-09T19:56:13Z,2024-04-04T19:14:56Z,1,,,False,True,
3562,closed,Add uniformity analysis to the compiler,2024-02-09T17:17:25Z,2024-03-08T01:12:21Z,2,,,False,False,
3560,closed,Implement ray tracing extensions for GLSL in glsl.meta.slang and bring the parity to HLSL,2024-02-07T23:01:08Z,2024-03-13T19:03:17Z,1,,glsl|hlsl,False,False,
3559,closed,Add support for bitfields,2024-02-07T19:00:51Z,2024-02-29T17:50:20Z,1,client support,,False,False,
3548,closed,"Implement ""subgroup"" extension for GLSL in glsl.meta.slang and bring the parity to HLSL",2024-02-05T17:31:14Z,2024-02-27T00:09:10Z,0,,glsl|hlsl,False,False,
3547,closed,Investigate the cause of 10% slower driver compilation of direct-to-spirv output.,2024-02-03T20:30:10Z,2024-02-09T19:59:25Z,1,,spirv,False,False,
3545,closed,Fix SPIRV code gen pattern that leads to slow driver consumption.,2024-02-03T17:47:54Z,2024-02-03T20:29:13Z,0,,spirv,False,False,
3543,closed,Identify GLSL subset for Slang,2024-02-02T20:08:04Z,2024-02-07T17:53:11Z,2,,glsl,False,False,
3540,closed,Increase max descriptor sets on Vulkan,2024-02-02T10:53:32Z,2024-02-03T06:04:41Z,0,,,False,False,
3539,closed,Wave operations on 16-bit types fail on Vulkan,2024-02-02T10:00:13Z,2024-02-03T06:04:42Z,0,,glsl,False,False,
3538,closed,CUDA writer generates incorrect code for swizzles on the left-hand side of an assignment operator,2024-02-02T08:43:21Z,2024-03-08T00:16:45Z,0,client support,cuda|glsl|hlsl,False,False,
3535,closed,Allow nameless SSBOs in glsl input ,2024-01-31T15:52:03Z,2024-02-06T09:03:43Z,0,,glsl|hlsl,False,False,
3534,closed,[SPIR-V] StructuredBuffer packing control,2024-01-31T14:25:03Z,2024-02-06T06:36:03Z,4,,spirv|glsl,False,False,
3533,closed,[SPIR-V] Naive codegen for ByteAddressBuffer,2024-01-31T14:20:28Z,2024-04-30T19:20:18Z,0,client support,spirv|dxil,False,False,
3532,closed,[SPIR-V] Descriptor aliasing is considered a warning when it shouldn't be,2024-01-31T14:15:19Z,2024-02-01T21:14:40Z,2,,spirv,False,False,
3529,closed,Fix longer compile time issues with direct SPIR-V backend,2024-01-30T20:08:49Z,2024-02-07T01:33:57Z,2,,spirv,False,False,
3527,closed,Slang Test Plan First Draft,2024-01-30T17:49:59Z,2024-04-16T19:52:24Z,5,,,False,False,
3526,closed,slang-reflect don't support `--no-sc` option,2024-01-30T15:58:39Z,2024-01-30T22:56:10Z,1,,,False,False,
3524,closed,Incorrect Gradient for construction of Matrix,2024-01-29T22:13:15Z,2024-02-06T22:51:28Z,2,,cuda,False,False,
3523,closed,GLSL input compute shaders missing some layout information,2024-01-29T15:33:48Z,2024-01-30T19:28:05Z,0,,glsl,False,False,
3522,closed,Missing equivalent GLSL Group/Subgroup built-in in Slang ,2024-01-29T09:20:12Z,2024-02-01T21:21:26Z,5,,glsl,False,False,
3521,closed,Difficult to integrate as a cmake submodule,2024-01-28T13:06:28Z,2024-07-18T19:22:36Z,4,,spirv|glsl,False,True,
3516,closed,Option to zero-initialize all variables,2024-01-25T18:54:53Z,2024-06-12T16:46:25Z,4,client support,spirv|dxil,False,False,
3515,closed,Missing Flat decoration (spirv direct),2024-01-25T10:49:02Z,2024-02-24T03:05:25Z,9,client support,spirv,False,False,
3514,closed,[Slang VK CTS] Identify subset of VK-CTS to be run per-submit and nightly testing,2024-01-25T01:37:25Z,2024-03-05T19:43:57Z,1,,,False,False,
3513,closed,[Slang Unit Tests] Pilot unit test for compiler verification to understand Slang unit test infra,2024-01-25T01:37:21Z,2024-02-01T17:33:26Z,3,,,False,False,
3512,closed,[Slang VK CTS] Integrate VK CTS with current Slang CICD infra and enable nightly testing,2024-01-25T01:37:17Z,2024-03-19T23:31:48Z,3,,,False,False,
3511,closed,[Slang VK CTS] Ray Query subset,2024-01-25T01:37:12Z,2024-04-25T19:23:27Z,0,,,False,False,
3510,closed,[Slang VK CTS] Ray Pipeline subset,2024-01-25T01:37:07Z,2024-06-12T18:19:50Z,0,,,False,False,
3509,closed,[Slang VK CTS] Descriptor Indexing subset,2024-01-25T01:37:02Z,2024-06-12T18:20:02Z,0,,,False,False,
3508,closed,[Slang VK CTS] Geometry shader subset,2024-01-25T01:36:57Z,2024-06-12T18:20:09Z,0,,,False,False,
3507,closed,[Slang VK CTS] Tessellation subset,2024-01-25T01:36:53Z,2024-06-12T18:20:18Z,0,,,False,False,
3506,closed,[Slang VK CTS] Subgroups subset,2024-01-25T01:36:46Z,2024-04-23T21:07:44Z,1,,,False,False,
3505,closed,[Slang VK CTS] Fuzzer subset,2024-01-25T01:36:42Z,2024-04-25T19:23:34Z,0,,,False,False,
3504,closed,[Slang VK CTS] SSBO subset,2024-01-25T01:36:38Z,2024-04-23T21:08:10Z,1,,,False,False,
3503,closed,[Slang VK CTS] UBO subset,2024-01-25T01:36:34Z,2024-04-23T21:08:38Z,1,,,False,False,
3502,closed,[Slang VK CTS] GLSL subset,2024-01-25T01:36:30Z,2024-05-16T19:54:09Z,2,,glsl,False,False,
3501,closed,[Slang VK CTS] Uber issue to track progress,2024-01-25T01:36:26Z,2024-02-24T05:44:25Z,3,,,False,False,
3500,closed,[Slang Unit Tests] Coverage via real world apps - Slang samples (Tristan),2024-01-25T01:36:23Z,2024-04-25T19:27:46Z,0,,,False,False,
3499,closed,[Slang Unit Tests] Coverage via real world apps - Omniverse,2024-01-25T01:36:19Z,2024-04-25T19:27:58Z,0,,,False,False,
3498,closed,[Slang Unit Tests] Coverage via real world apps - Falcor,2024-01-25T01:36:14Z,2024-04-25T19:47:50Z,0,,,False,False,
3497,closed,[Slang Unit Tests] Language coverage for SLANG - Dynamic Dispatch feature,2024-01-25T01:36:10Z,2024-04-25T19:48:02Z,0,,,False,False,
3496,closed,[Slang Unit Tests] Language coverage for SLANG - Generics feature,2024-01-25T01:36:06Z,2024-04-25T19:58:13Z,0,,generics,False,False,
3495,closed,[Slang Unit Tests] Language coverage for SLANG - Auto diff feature,2024-01-25T01:36:01Z,2024-04-25T19:33:42Z,0,,,False,False,
3494,closed,[Slang Unit Tests] Intrinsics coverage GLSL (GLSL.meta.slang files),2024-01-25T01:34:41Z,2024-07-18T19:22:54Z,0,,glsl,False,False,
3493,closed,[Slang Unit Tests] Intrinsics coverage SLANG/HLSL (HLSL.meta.slang and core.meta.slang files),2024-01-25T01:34:34Z,2024-04-16T16:02:54Z,2,,hlsl,False,False,
3491,closed,SLANG_COMPILE_FLAG_OBFUSCATE does not do anything,2024-01-24T22:47:32Z,2024-02-28T01:11:24Z,2,GoodFirstBug,hlsl,True,False,
3490,closed,Floats Zeroed out with no warning,2024-01-24T20:31:06Z,2024-03-20T15:49:08Z,4,GoodFirstBug,,True,False,
3489,closed,Implement the `vk::buffer_ref` proposal.,2024-01-24T19:31:09Z,2024-03-22T04:10:49Z,0,GoodFirstBug,hlsl,True,False,
3484,closed,AutoPyBindCUDA issues on CUDA 12.3 / 545.23.08,2024-01-24T15:55:23Z,2024-04-11T18:24:56Z,1,,cuda,False,False,
3483,closed,Outdated documentation for spAddEntryPoint,2024-01-24T15:46:25Z,2024-02-22T20:21:44Z,1,,,False,False,
3482,closed,Support `globallycoherent` storage class in SPIR-V,2024-01-24T07:29:20Z,2024-01-24T23:36:50Z,0,,spirv|glsl,False,False,
